_id,id,title,type,year,province,district,commune,project_budget_KHR,project_completion_cost_KHR,awarded_tenderer,environmental_impact,contract_id,view_detail,reference,last_update
1446,1446,Steel-reinforced concrete upgrade,Road,2014,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"81,706,348","87,261,000",Yo Yim,Not required,030806/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=69dbb284-f78b-45aa-98dc-a2de010a5f71,PID__02.12.2020.pdf,2021-09-27T00:00:00
1447,1447,Steel-reinforced concrete road,Road,2015,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"26,778,266","28,616,923",Mov Muoy Heng,Not required,030806/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0b3f28d0-f184-4bcd-8f63-a4b200952d93,PID__02.12.2020.pdf,2021-09-27T00:00:00
1448,1448,Steel-reinforced concrete road,Road,2015,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"70,440,037","48,400,000",Mov Muoy Heng,Not required,030806/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=85f44d78-00c9-46c6-bea1-a4b200fba1ca,PID__02.12.2020.pdf,2021-09-27T00:00:00
1449,1449,Steel-reinforced concrete road,Road,2016,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"70,149,695","61,765,000",Yim Phengly,Not required,030806/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=762158b6-dfe2-4ee4-9e80-a5d000928e93,PID__02.12.2020.pdf,2021-09-27T00:00:00
1450,1450,Steel-reinforced concrete road,Road,2017,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"87,175,594","83,186,046",Mov Mouyheng,Not required,030806/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=bb650605-47c8-489d-bfc9-a79100acb761,PID__02.12.2020.pdf,2021-09-27T00:00:00
1451,1451,Steel-reinforced concrete road,Road,2018,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"104,715,854","104,548,000",Sun Vanny,Not required,030806/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e6bd95c2-8c49-4c17-99ce-aac500a31db4,PID__02.12.2020.pdf,2021-09-27T00:00:00
1452,1452,Steel-reinforced concrete road,Road,2019,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"122,993,219","121,167,513",Yim Phengly,Not required,030806/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=59fc527b-b2c0-4902-b02d-abd500ff1a7f,PID__02.12.2020.pdf,2021-09-27T00:00:00
1453,1453,Steel-reinforced concrete upgrade,Road,2014,Kampong Cham,Kaoh Soutin,Pongro,"57,852,311","52,224,000",Heng Ravuth,Not required,030807/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=274dd2fd-f162-4899-b315-a2de01044ff7,PID__02.12.2020.pdf,2021-09-27T00:00:00
1454,1454,Steel-reinforced concrete road,Road,2015,Kampong Cham,Kaoh Soutin,Pongro,"65,327,287","45,222,222",Mov Muoy Heng,Not required,030807/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=a46d218b-71fe-4f0e-92d9-a4b200e9f8b8,PID__02.12.2020.pdf,2021-09-27T00:00:00
1455,1455,Steel-reinforced concrete road,Road,2015,Kampong Cham,Kaoh Soutin,Pongro,"23,366,416","24,200,000",Mov Muoy Heng,Not required,030807/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3b9cc743-5cb5-4b21-be5a-a4b200ec31de,PID__02.12.2020.pdf,2021-09-27T00:00:00
1456,1456,Steel-reinforced concrete road,Road,2016,Kampong Cham,Kaoh Soutin,Pongro,"55,247,451","61,050,000",Yim Phengly,Not required,030807/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5ecdd1ee-fd0f-4cee-9797-a656009fc4fa,PID__02.12.2020.pdf,2021-09-27T00:00:00
1457,1457,Steel-reinforced concrete road,Road,2017,Kampong Cham,Kaoh Soutin,Pongro,"50,336,716","56,351,786",Noun Piseth,Not required,030807/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=59077e00-12a0-4acd-bfc9-a79100a93166,PID__02.12.2020.pdf,2021-09-27T00:00:00
1458,1458,Steel-reinforced concrete road,Road,2018,Kampong Cham,Kaoh Soutin,Pongro,"64,952,338","64,600,000",Mov Muoy Heng,Not required,030807/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3bbf4f1d-89ec-4f80-8041-aac5009a73bd,PID__02.12.2020.pdf,2021-09-27T00:00:00
1459,1459,Steel-reinforced concrete road,Road,2019,Kampong Cham,Kaoh Soutin,Pongro,"60,966,920","59,000,000",Mov Muoy Heng,Not required,030807/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=99651a5f-ff9a-42d6-b243-abd50104eb4d,PID__02.12.2020.pdf,2021-09-27T00:00:00
1460,1460,Steel-reinforced concrete road,Road,2014,Kampong Cham,Kaoh Soutin,Preaek Ta Nong,"68,024,247","69,243,428",Yim Phengly,Required and completed,030808/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ceee3410-fb73-40f8-bac9-a4b200f7a689,PID__02.12.2020.pdf,2021-09-27T00:00:00
1461,1461,Steel-reinforced concrete road,Road,2015,Kampong Cham,Kaoh Soutin,Preaek Ta Nong,"67,555,801","70,577,419",City Reach Construction,Required and completed,030808/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5d7dbaa9-2fcd-4d28-949c-a5d0009f85d5,PID__02.12.2020.pdf,2021-09-27T00:00:00
1462,1462,Steel-reinforced concrete road,Road,2016,Kampong Cham,Kaoh Soutin,Preaek Ta Nong,"57,353,177","65,076,000",City Reach Construction,Required and completed,030808/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5d7dbaa9-2fcd-4d28-949c-a5d0009f85d5,PID__02.12.2020.pdf,2021-09-27T00:00:00
1463,1463,Steel-reinforced concrete road,Road,2017,Kampong Cham,Kaoh Soutin,Preaek Ta Nong,"68,423,663","67,025,000",City Reach Construction,Required and completed,030808/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8f5655b1-c99a-40f5-bea6-a91800884f17,PID__02.12.2020.pdf,2021-09-27T00:00:00
1464,1464,Steel-reinforced concrete road,Road,2018,Kampong Cham,Kaoh Soutin,Preaek Ta Nong,"91,038,138","90,945,000",Sun Vanny,Required and completed,030808/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=93d2f7fd-4eeb-4208-a54b-aac500ad7a60,PID__02.12.2020.pdf,2021-09-27T00:00:00
1465,1465,Steel-reinforced concrete road,Road,2019,Kampong Cham,Kaoh Soutin,Preaek Ta Nong,"99,926,533","93,150,000",Sun Vanny,Required and completed,030808/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4860a8e9-1ec0-4882-ad34-abd60087d714,PID__02.12.2020.pdf,2021-09-27T00:00:00
1466,1466,Earth road repair,Road,2014,Kampong Cham,Prey Chhor,Baray,"89,095,479","99,032,412",Hang Sarit,Not required,031301/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=951588e4-77f7-4a38-814d-a2dc00ff9032,PID__02.12.2020.pdf,2021-09-29T00:00:00
1467,1467,Unlined earth canal rehabilitation,Canal,2015,Kampong Cham,Prey Chhor,Baray,"85,530,650","89,892,600",Hang Sarit,Not required,031301/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cbb40315-a5ac-4218-ae29-a53900fa9f1a,PID__02.12.2020.pdf,2021-09-29T00:00:00
1468,1468,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Baray,"69,611,206","92,032,600",Eir Kimleang,Not required,031301/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=daf33364-85b2-4154-b0b1-a5d1009583f8,PID__02.12.2020.pdf,2021-09-29T00:00:00
1469,1469,Earth road repair,Road,2017,Kampong Cham,Prey Chhor,Baray,"77,677,587","89,525,920",Ket Menglay,Not required,031301/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8a093074-260c-42e2-a08c-a90b01146977,PID__02.12.2020.pdf,2021-09-29T00:00:00
1470,1470,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Baray,"101,434,459","110,400,000",Ket Menglay,Not required,031301/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=04e2a8bc-2577-4c44-93f0-aa94009142ea,PID__02.12.2020.pdf,2021-09-29T00:00:00
1471,1471,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Baray,"105,521,445","147,060,000",Ket Menglay,Not required,031301/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9c0e4818-88d1-4f4d-934f-ac3000ebbfce,PID__02.12.2020.pdf,2021-09-29T00:00:00
1472,1472,Earth road repair,Road,2014,Kampong Cham,Prey Chhor,Boeng Nay,"99,602,291","48,786,600",Ket Sokeang,Required and completed,031302/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=358982b5-75cc-4a30-a5a9-a2dc0108d137,PID__02.12.2020.pdf,2021-09-29T00:00:00
1473,1473,Laterite road construction,Road,2014,Kampong Cham,Prey Chhor,Boeng Nay,"60,636,822","58,114,500",Pa Nguon Heang,Required and completed,031302/14/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cd9dda6e-c8b0-4e8c-91ab-a38700fd89f3,PID__02.12.2020.pdf,2021-09-29T00:00:00
1474,1474,Earth road repair,Road,2015,Kampong Cham,Prey Chhor,Boeng Nay,"95,309,562","106,925,580",Ket Likorng,Required and completed,031302/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=320ec513-1627-42ec-9801-a52a0110ca26,PID__02.12.2020.pdf,2021-09-29T00:00:00
1475,1475,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Boeng Nay,"81,008,118","82,271,160",Poch Thong,Required and completed,031302/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d3826537-2253-4407-a265-a5d000f94c2b,PID__02.12.2020.pdf,2021-09-29T00:00:00
1476,1476,Crushed stone road repair,Road,2017,Kampong Cham,Prey Chhor,Boeng Nay,"91,440,671","100,953,600",Hang Sok kuoy,Required and completed,031302/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=2fb37a01-5208-43a8-af78-a92600fc2d1c,PID__02.12.2020.pdf,2021-09-29T00:00:00
1477,1477,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Boeng Nay,"121,045,301","146,680,000",Yen Sinoun,Required and completed,031302/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=47b1dc6d-3530-41b2-8419-aab900a201c3,PID__02.12.2020.pdf,2021-09-29T00:00:00
1478,1478,Laterite road repair,Road,2019,Kampong Cham,Prey Chhor,Boeng Nay,"119,843,730","140,238,000",Yen Buntheng,Required and completed,031302/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=61608c2c-e5c9-4bfe-a747-ac3000f19afa,PID__02.12.2020.pdf,2021-09-29T00:00:00
1479,1479,Laterite road repair,Road,2014,Kampong Cham,Prey Chhor,Chrey Vien,"97,085,626","104,006,646",Hang Sok kuoy,Not required,031303/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=297d5cd2-75c3-4dc8-9bea-a2df00f28255,PID__02.12.2020.pdf,2021-09-30T00:00:00
1480,1480,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Chrey Vien,"97,920,700","102,866,082",Hang Sok kuoy,Not required,031303/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=471762e6-b876-4efd-b7c9-a50e0095b6ab,PID__02.12.2020.pdf,2021-09-30T00:00:00
1481,1481,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Chrey Vien,"85,076,273","109,481,226",Ket Sokeang,Not required,031303/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6c0422e0-54bc-46c8-8fcc-a5d100979f81,PID__02.12.2020.pdf,2021-09-30T00:00:00
1482,1482,Steel-reinforced concrete road,Road,2017,Kampong Cham,Prey Chhor,Chrey Vien,"100,217,127","120,070,830",Ket Sokeang,Not required,031303/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4b6e3c5c-c230-49cc-80be-a92600f75c00,PID__02.12.2020.pdf,2021-09-30T00:00:00
1483,1483,Steel-reinforced concrete road,Road,Not found,Kampong Cham,Prey Chhor,Chrey Vien,Not found,Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d95312ec-7628-4f89-84e4-aa940097b15f,PID__02.12.2020.pdf,2021-09-30T00:00:00
1484,1484,Steel-reinforced concrete road,Road,Not found,Kampong Cham,Prey Chhor,Chrey Vien,Not found,Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d679aa99-553f-4b95-bc4f-aa9400a9deba,PID__02.12.2020.pdf,2021-09-30T00:00:00
1485,1485,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Chrey Vien,"123,509,186","151,591,621",Hang Sok kuoy,Not required,031303/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6e8340f3-304c-4972-af9a-aa9400a9e27b,PID__02.12.2020.pdf,2021-09-30T00:00:00
1486,1486,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Chrey Vien,"98,166,208","176,000,000",Hang Sok kuoy,Not required,031303/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=547b7b1e-0a2f-4596-ae40-ac30010bf9cb,PID__02.12.2020.pdf,2021-09-30T00:00:00
1487,1487,Unlined earth drain,Drainage,2014,Kampong Cham,Prey Chhor,Khvet Thum,"53,562,603","66,555,000",Lun Chanthou,Not required,031304/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cf81776c-a64b-4426-89fa-a2f3010bd6ad,PID__02.12.2020.pdf,2021-09-30T00:00:00
1488,1488,Laterite road repair,Road,Not found,Kampong Cham,Prey Chhor,Khvet Thum,"19,550,652",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d49b383f-ad38-40cf-ae22-a50e009910ae,PID__02.12.2020.pdf,2021-09-30T00:00:00
1489,1489,Pipe drainage construction,Drainage,Not found,Kampong Cham,Prey Chhor,Khvet Thum,"44,591,916",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4529095d-68a2-4bcf-9a62-a50e0101afc4,PID__02.12.2020.pdf,2021-09-30T00:00:00
1490,1490,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Khvet Thum,"56,728,993","74,012,620",Ket Menglay,Not required,031304/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=bf04842b-6dc0-4b24-a7df-a5d100906023,PID__02.12.2020.pdf,2021-09-30T00:00:00
1491,1491,Laterite road repair,Road,2017,Kampong Cham,Prey Chhor,Khvet Thum,"60,668,661","65,450,000",Hang Sok kuoy,Not required,031304/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=2430395b-265c-418f-99db-a90b01088d48,PID__02.12.2020.pdf,2021-09-30T00:00:00
1492,1492,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Khvet Thum,"62,035,807","73,160,100",Srong Seoung,Not required,031304/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c5aa072e-a4d7-4979-811f-aa9400b11aa3,PID__02.12.2020.pdf,2021-09-30T00:00:00
1493,1493,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Khvet Thum,"95,846,694","103,812,000",Hang Sok kuoy,Not required,031304/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=93e0ad6a-c857-4624-808c-ac3000fbbf0a,PID__02.12.2020.pdf,2021-09-30T00:00:00
1494,1494,Box drainage,Drainage,2014,Kampong Cham,Prey Chhor,Kor,"19,349,341","19,584,000",Ket Sokeang,Not required,031305/14/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d17eedbc-81ab-4928-bf44-a2dc00f96ce2,PID__02.12.2020.pdf,2021-01-10T00:00:00
1495,1495,Unlined earth drain,Drainage,2014,Kampong Cham,Prey Chhor,Kor,"85,653,341","78,336,000",Sun Vanny,Not required,031305/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=42c09023-fb4c-4cc4-b1a7-a2f3010dc9c2,PID__02.12.2020.pdf,2021-01-10T00:00:00
1496,1496,Earth road construction,Road,2015,Kampong Cham,Prey Chhor,Kor,"79,842,240","78,336,000",Sun Vanny,Not required,031305/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=4bb15317-97f5-4a00-9566-a50e010cda1f,PID__02.12.2020.pdf,2021-01-10T00:00:00
1497,1497,Earth road repair,Road,2016,Kampong Cham,Prey Chhor,Kor,"72,344,730","76,565,738",Ket Sokeang,Not required,031305/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=eeb52bf4-aa22-408d-90cd-a5d10096d357,PID__02.12.2020.pdf,2021-01-10T00:00:00
1498,1498,Earth road repair,Road,2017,Kampong Cham,Prey Chhor,Kor,"97,585,743","85,993,600",C.M.R,Not required,031305/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9d5aa166-5c76-4147-9265-a92600ff9d77,PID__02.12.2020.pdf,2021-01-10T00:00:00
1499,1499,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Kor,"97,585,743",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=73c6810d-de8e-408c-b203-aa94007e0a25,PID__02.12.2020.pdf,2021-01-10T00:00:00
1500,1500,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Kor,"113,689,189","132,610,000",Yen Buntheng,Not required,031305/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=17369d97-d16e-4e32-9067-ac300100fffe,PID__02.12.2020.pdf,2021-01-10T00:00:00
1501,1501,Laterite road repair,Road,2014,Kampong Cham,Prey Chhor,Krouch,"113,689,189","25,963,080",Ket Sokeang,Not required,031306/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=17369d97-d16e-4e32-9067-ac300100fffe,PID__02.12.2020.pdf,2021-01-10T00:00:00
1502,1502,Earth road repair,Road,2014,Kampong Cham,Prey Chhor,Krouch,"63,410,519","39,090,480",Ket Likorng,Required and completed,031306/14/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1a02c10d-0a86-4aa3-a259-a2df00ef9e41,PID__02.12.2020.pdf,2021-01-10T00:00:00
1503,1503,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Krouch,"39,654,155","55,488,000",Ket Sokeang,Required and completed,031306/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=79a11d74-a3fd-4f87-8bd3-a37300b825a7,PID__02.12.2020.pdf,2021-01-10T00:00:00
1504,1504,Unlined earth canal rehabilitation,Canal,2016,Kampong Cham,Prey Chhor,Krouch,"52,625,730","68,274,800",Hang Sok kuoy,Required and completed,031306/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b1a5a348-f14c-4fda-b7f3-a51000abebc4,PID__02.12.2020.pdf,2021-01-10T00:00:00
1505,1505,Laterite road repair,Road,2017,Kampong Cham,Prey Chhor,Krouch,"49,725,200","78,716,000",Ket Sokeang,Required and completed,031306/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e5446ac3-dfbf-4db7-9eae-a5f501077cbf,PID__02.12.2020.pdf,2021-01-10T00:00:00
1506,1506,Laterite road repair,Road,2018,Kampong Cham,Prey Chhor,Krouch,"61,227,405","61,230,000",Hang Sok kuoy,Required and completed,031306/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=5b904b78-3367-468f-b3f6-aabc008e8ec1,PID__02.12.2020.pdf,2021-01-10T00:00:00
1507,1507,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Krouch,"83,099,123","85,904,000",Ket Sokeang,Required and completed,031306/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=36587beb-6d06-41b2-b4b9-ac3600f2d3bc,PID__02.12.2020.pdf,2021-01-10T00:00:00
1508,1508,Laterite road repair,Road,2014,Kampong Cham,Prey Chhor,Lvea,"81,614,704","85,769,505",Ket Menglay,Not required,031307/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=60aa2c16-61e8-40d3-9ec4-a2dc0103a9c3,PID__02.12.2020.pdf,2021-04-10T00:00:00
1509,1509,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Lvea,"66,076,701","69,515,550",Ket Menglay,Not required,031307/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=9bd54464-7e45-49ad-9d9c-a50e0092f9c8,PID__02.12.2020.pdf,2021-04-10T00:00:00
1510,1510,Earth road repair,Road,2016,Kampong Cham,Prey Chhor,Lvea,"55,020,307","57,609,600",Ket Menglay,Not required,031307/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=51638548-e4ae-4910-af39-a5e100965759,PID__02.12.2020.pdf,2021-04-10T00:00:00
1511,1511,Earth road repair,Road,2017,Kampong Cham,Prey Chhor,Lvea,"67,757,995","81,345,000",Ket Menglay,Not required,031307/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f201e509-a6fc-4f37-a751-a92600a395ba,PID__02.12.2020.pdf,2021-04-10T00:00:00
1512,1512,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Lvea,"95,465,648","98,720,000",Sroung Soeun,Not required,031307/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3dfc6564-885e-489b-8dad-aa95008d2033,PID__02.12.2020.pdf,2021-04-10T00:00:00
1513,1513,Laterite road repair,Road,2019,Kampong Cham,Prey Chhor,Lvea,"76,256,191","117,786,000",Ket Menglay,Not required,031307/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=3922ba0f-0c3d-4059-954b-ac3600a237a9,PID__02.12.2020.pdf,2021-04-10T00:00:00
1514,1514,Laterite road repair,Road,2014,Kampong Cham,Prey Chhor,Mien,"93,286,683","96,390,000",Hang Sokea,Required and completed,031308/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6042a3be-0f1d-4a83-9ceb-a2df00f55e30,PID__02.12.2020.pdf,2021-04-10T00:00:00
1515,1515,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Mien,"36,713,120","98,870,640",Hang Sokea,Required and completed,031308/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1d1c8be0-4919-4289-b959-a50e00f98cf2,PID__02.12.2020.pdf,2021-04-10T00:00:00
1516,1516,Earth road repair,Road,2016,Kampong Cham,Prey Chhor,Mien,"36,713,120","36,803,800",Sun Vanny,Required and completed,031308/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=0ede9709-0eed-4543-abcc-a5d1008b4fb8,PID__02.12.2020.pdf,2021-04-10T00:00:00
1517,1517,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Mien,"38,892,347","110,866,250",Hang Sokea,Required and completed,031308/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8933126b-727a-42dc-ac2c-a5d1008f4267,PID__02.12.2020.pdf,2021-04-10T00:00:00
1518,1518,Laterite road repair,Road,2017,Kampong Cham,Prey Chhor,Mien,"92,349,269","110,866,250",Hang Sokea,Required and completed,031308/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ca817777-a99d-4cc8-a91b-a90c010f93b0,PID__02.12.2020.pdf,2021-04-10T00:00:00
1519,1519,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Mien,"104,785,234","119,332,800",Leap Kenghong,Required and completed,031308/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=08d0694b-d51d-46de-8edf-aab9009be24e,PID__02.12.2020.pdf,2021-04-10T00:00:00
1520,1520,Laterite road repair,Road,2019,Kampong Cham,Prey Chhor,Mien,"84,389,212","157,240,000",Leap Kenghong,Required and completed,031308/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=cf58dab9-540d-4c7d-a2e8-ac3600f8f2ef,PID__02.12.2020.pdf,2021-04-10T00:00:00
1521,1521,Laterite road repair,Road,2014,Kampong Cham,Prey Chhor,Prey Chhor,"50,143,450","49,101,780",Yen Bunthay,Not required,031309/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=097fe7e5-6d86-4987-bc7a-a2dc00fde84f,PID__02.12.2020.pdf,2021-04-10T00:00:00
1522,1522,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Prey Chhor,"49,837,381","52,438,200",Yen Bunthay,Not required,031309/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=40d3c2eb-fd25-4661-b1fb-a516008efbe3,PID__02.12.2020.pdf,2021-04-10T00:00:00
1523,1523,Laterite road repair,Road,2016,Kampong Cham,Prey Chhor,Prey Chhor,"51,137,410","66,836,000",C.M.R,Not required,031309/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=b6ef157e-fe1e-4a15-bb9b-a5d10094917d,PID__02.12.2020.pdf,2021-04-10T00:00:00
1524,1524,Laterite road repair,Road,2017,Kampong Cham,Prey Chhor,Prey Chhor,"51,756,836","62,205,000",Poch Thong,Not required,031309/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=df8a2138-765a-4591-b563-a90b0113c42d,PID__02.12.2020.pdf,2021-04-10T00:00:00
1525,1525,Steel-reinforced concrete road,Road,2018,Kampong Cham,Prey Chhor,Prey Chhor,"65,388,682","64,963,600",Sroung Soeun,Not required,031309/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=41efe64f-71fb-4996-ae4d-aa95009d3c43,PID__02.12.2020.pdf,2021-04-10T00:00:00
1526,1526,Steel-reinforced concrete road,Road,Not found,Kampong Cham,Prey Chhor,Prey Chhor,Not found,Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=7fa4ea10-33d6-45d8-9a73-ac360103c900,PID__02.12.2020.pdf,2021-04-10T00:00:00
1527,1527,Steel-reinforced concrete road,Road,2019,Kampong Cham,Prey Chhor,Prey Chhor,"80,333,303","80,000,000",Yen Buntheng,Not required,031309/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=e949241c-191b-408f-b483-ac360103cb8b,PID__02.12.2020.pdf,2021-04-10T00:00:00
1528,1528,Unlined earth drain,Canal,2014,Kampong Cham,Prey Chhor,Sour Saen,"64,291,712","67,908,540",Ket Kimsros,Not required,031310/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d2c08d5c-00dc-4165-9b3b-a2df00eb9f7d,PID__02.12.2020.pdf,2021-04-10T00:00:00
1529,1529,Laterite road repair,Road,2015,Kampong Cham,Prey Chhor,Sour Saen,"40,940,897","44,736,180",Ket Kimsros,Not required,031310/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=add99d17-0c59-428f-a693-a5160090999c,PID__02.12.2020.pdf,2021-04-10T00:00:00
