_id,id,title,type,year,province,district,commune,project_budget_KHR,project_completion_cost_KHR,awarded_tenderer,environmental_impact,contract_id,view_detail,reference,last_update
1151,1151,Steel-reinforced concrete road,Road,Not found,Kampong Cham,Cheung Prey,Pdau Chum,"192,126,700",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=d48001e3-9112-42f9-9932-ac8600f745aa,PID__02.12.2020.pdf,2021-06-30T00:00:00
1152,1152,Laterite road repair,Road,2014,Kampong Cham,Cheung Prey,Prey Char,"62,376,858",Not found,Not found,Not required,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=8b2e6ccb-b1ba-4624-8954-a30900eecbb6,PID__02.12.2020.pdf,2021-06-30T00:00:00
1153,1153,Laterite road repair,Road,2015,Kampong Cham,Cheung Prey,Prey Char,"60,548,435","70,138,200",Yu Vann,Not required,030304/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=28bbb07f-4851-44c4-b8d8-a4ce00f4bcf3,PID__02.12.2020.pdf,2021-06-30T00:00:00
1154,1154,Steel-reinforced concrete road,Road,2016,Kampong Cham,Cheung Prey,Prey Char,"59,463,161","65,260,800",Luy Hang,Not required,030304/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=70f13b26-f40f-4726-af7e-a5f400efefc2,PID__02.12.2020.pdf,2021-06-30T00:00:00
1155,1155,Steel-reinforced concrete road,Road,2017,Kampong Cham,Cheung Prey,Prey Char,"53,860,527","52,992,000",Sem Sophea,Not required,030304/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=50198968-07f8-4076-bfa2-a91300f24b51,PID__02.12.2020.pdf,2021-06-30T00:00:00
1156,1156,Steel-reinforced concrete road,Road,2018,Kampong Cham,Cheung Prey,Prey Char,"64,799,690","85,629,000",???? ??????,Not required,030304/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c9889acf-6adb-454b-8594-aa92010e5a49,PID__02.12.2020.pdf,2021-06-30T00:00:00
1157,1157,Steel-reinforced concrete road,Road,2019,Kampong Cham,Cheung Prey,Prey Char,"84,336,800","83,740,000",?? ???,Not required,030304/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=ccf756de-eac5-4369-b9ed-abc201084adb,PID__02.12.2020.pdf,2021-06-30T00:00:00
1158,1158,Laterite road repair,Road,2014,Kampong Cham,Cheung Prey,Pring Chrum,"71,730,168",Not found,Not found,Required and completed,Not found,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=45da943e-c32b-4290-ad00-a2fc00ef1862,PID__02.12.2020.pdf,2021-06-30T00:00:00
1159,1159,Laterite road repair,Road,2015,Kampong Cham,Cheung Prey,Pring Chrum,"60,635,722","66,386,445",Lach Lyveng,Required and completed,030305/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=31e44a29-2980-4973-91c2-a4c900f65cfa,PID__02.12.2020.pdf,2021-06-30T00:00:00
1160,1160,Earth road repair,Road,2016,Kampong Cham,Cheung Prey,Pring Chrum,"35,396,681","41,646,000",C.M.R,Required and completed,030305/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=83e1af78-74a4-4df9-b18a-a5d0008a594e,PID__02.12.2020.pdf,2021-06-30T00:00:00
1161,1161,Laterite road repair,Road,2016,Kampong Cham,Cheung Prey,Pring Chrum,"20,090,054","18,879,905",Chhun Choan,Required and completed,030305/16/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c5d185f1-8b27-4051-9efc-a5d0008d14a7,PID__02.12.2020.pdf,2021-06-30T00:00:00
1162,1162,Laterite road repair,Road,2017,Kampong Cham,Cheung Prey,Pring Chrum,"37,448,871","37,050,000",Poch Thong,Required and completed,030305/17/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1c9b8056-98fd-4f6a-8834-a913009ed317,PID__02.12.2020.pdf,2021-06-30T00:00:00
1163,1163,Earth road repair,Road,2017,Kampong Cham,Cheung Prey,Pring Chrum,"23,094,407","22,800,000",Ing Chanla,Required and completed,030305/17/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=29ca0d51-81a4-4bcb-a3fe-a91300a5e17e,PID__02.12.2020.pdf,2021-06-30T00:00:00
1164,1164,Earth road repair,Road,2018,Kampong Cham,Cheung Prey,Pring Chrum,"24,994,585","24,544,800",?? ?????,Required and completed,030305/18/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=31e191ab-2004-46b9-9a78-aa920114c915,PID__02.12.2020.pdf,2021-06-30T00:00:00
1165,1165,Laterite road repair,Road,2018,Kampong Cham,Cheung Prey,Pring Chrum,"43,343,900","40,050,000",???? ??????,Required and completed,030305/18/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=c90cf141-44c3-407e-a65c-aa930110de1d,PID__02.12.2020.pdf,2021-06-30T00:00:00
1166,1166,Laterite road construction,Road,2019,Kampong Cham,Cheung Prey,Pring Chrum,"78,122,200","78,080,000",?? ?????,Required and completed,030305/19/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=729badb7-6a75-476b-bacd-abc300fb84ac,PID__02.12.2020.pdf,2021-06-30T00:00:00
1167,1167,Laterite road repair,Road,2014,Kampong Cham,Cheung Prey,Sampong Chey,"114,041,080","124,016,700",Hang Heam,Not required,030306/14/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=1f0e8ce7-00a8-435c-aa05-a35a00f630a6,PID__02.12.2020.pdf,2021-06-30T00:00:00
1168,1168,Laterite road repair,Road,2015,Kampong Cham,Cheung Prey,Sampong Chey,"33,021,768","16,521,960",Khun Peng Cheang,Not required,030306/15/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6d1ad6b8-e507-48e0-88b6-a4ea00913cba,PID__02.12.2020.pdf,2021-06-30T00:00:00
1169,1169,Earth road repair,Road,2015,Kampong Cham,Cheung Prey,Sampong Chey,"13,559,037","33,660,000",Khun Peng Cheang,Not required,030306/15/02-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=f4e2b875-4f8b-4a28-9a67-a4ea0094d114,PID__02.12.2020.pdf,2021-06-30T00:00:00
1170,1170,Laterite road repair,Road,2015,Kampong Cham,Cheung Prey,Sampong Chey,"44,353,653","48,510,000",Ing Chanla,Not required,030306/15/03-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=868cdd07-d617-4d97-a4d4-a4eb00945977,PID__02.12.2020.pdf,2021-06-30T00:00:00
1171,1171,Earth road repair,Road,2016,Kampong Cham,Cheung Prey,Sampong Chey,"56,873,273","14,509,000",Ing Chanla,Not required,030306/16/01-01,http://db.ncdd.gov.kh/pid/project/home/view.castle?pid=6d220190-12c2-4feb-8f31-a62f010aae2f,PID__02.12.2020.pdf,2021-06-30T00:00:00
